businessZones,city,companyFullName,companyShortName,companySize,createTime,district,education,industryField,industryLables,jobNature,positionId,salary,workYear
['酒仙桥'],北京,钱包金服（北京）科技有限公司,钱包金服,500-2000人,2018/4/23 9:23,朝阳区,本科,金融,"['金融', '硬件制造', '大数据', '数据挖掘', 'sas']",全职,4180192,18k-24k,3-5年
,北京,车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,2018/5/21 11:16,海淀区,本科,O2O,"['本地生活', '资深', '大数据', '数据挖掘']",全职,4599080,20k-30k,3-5年
,北京,北京京东世纪贸易有限公司,京东商城,2000人以上,2018/5/17 16:33,大兴区,本科,电子商务,[],全职,3652715,15k-30k,5-10年
"['太阳宫', '西坝河', '三元桥']",北京,便利蜂商贸有限公司,便利蜂,2000人以上,2018/5/17 11:56,朝阳区,本科,"移动互联网,生活服务",[],全职,4585789,10k-20k,1-3年
"['大山子', '酒仙桥']",北京,艺龙网信息技术（北京）有限公司,同程艺龙,2000人以上,2018/5/2 9:40,朝阳区,本科,"移动互联网,旅游",[],全职,4503818,15k-25k,1-3年
['朝外'],北京,贝壳金控控股集团有限公司,贝壳金控,500-2000人,2018/5/22 15:14,朝阳区,本科,金融、移动互联网,[],全职,4458018,18k-30k,3-5年
,北京,北京京东世纪贸易有限公司,京东集团,2000人以上,2018/5/21 9:46,通州区,本科,"电子商务,数据服务",[],全职,4453805,12k-18k,3-5年
"['中关村', '北京大学', '颐和园']",北京,北京爱奇艺科技有限公司,爱奇艺,2000人以上,2018/5/15 23:50,海淀区,本科,"广告营销,文化娱乐",[],全职,4426654,15k-30k,3-5年
['上地'],北京,北京斗米优聘科技发展有限公司,斗米,500-2000人,2018/5/21 20:19,海淀区,本科,"移动互联网,O2O",[],全职,4271141,20k-40k,3-5年
,北京,厦门美图之家科技有限公司,美图公司,2000人以上,2018/5/21 9:30,海淀区,本科,"移动互联网,硬件","['直播', 'MySQL', 'hive']",全职,4542773,15k-25k,1-3年
"['香山', '四季青']",北京,信元公众信息发展有限责任公司,中国电信增值业务运营中心,150-500人,2018/5/10 19:12,海淀区,硕士,"移动互联网,信息安全",[],全职,4200293,13K-18K,1-3年
"['来广营', '望京']",北京,蓝港在线（北京）科技有限公司,蓝港互动集团,500-2000人,2018/5/21 12:11,朝阳区,本科,游戏,['游戏'],全职,4511052,10k-15k,1-3年
"['西二旗', '西北旺', '上地']",北京,小船出海教育科技（北京）有限公司,作业帮,500-2000人,2018/5/19 14:03,海淀区,本科,"移动互联网,教育",[],全职,3820421,15k-25k,3-5年
,北京,银客未来科技（北京）有限公司,INK 银客集团,500-2000人,2018/5/14 14:14,海淀区,本科,"移动互联网,金融",[],全职,3463098,15k-25k,1-3年
"['朝阳门', '东四', '朝外']",北京,紫梧桐（北京）资产管理有限公司,蛋壳公寓,2000人以上,2018/5/2 15:37,东城区,本科,O2O,"['本地生活', '商业']",全职,3329151,15k-25k,3-5年
"['望京', '来广营']",北京,北京蜜莱坞网络科技有限公司,映客,500-2000人,2018/5/23 9:58,朝阳区,本科,"移动互联网,文化娱乐",[],实习,4316940,3k-4k,不限
"['安定门', '雍和宫', '北新桥']",北京,北京猫眼文化传媒有限公司,猫眼电影,500-2000人,2018/5/23 9:58,东城区,本科,"移动互联网,文化娱乐","['文化娱乐', '大数据', '数据挖掘']",全职,4033111,15k-20k,3-5年
['CBD'],北京,北京五八到家信息技术有限公司,58到家,2000人以上,2018/5/22 10:25,朝阳区,本科,"O2O,生活服务","['本地生活', '数据挖掘', '业务分析', 'sas']",全职,4202417,15k-25k,1-3年
"['团结湖', '朝阳公园', '三里屯']",北京,北京复华卓越商业管理有限公司,复华控股,2000人以上,2018/5/10 11:13,朝阳区,本科,"电子商务,O2O",[],全职,3912702,15K-30K,5-10年
['四季青'],北京,北京首都在线科技股份有限公司,CDS,150-500人,2018/5/23 9:32,海淀区,本科,移动互联网,[],实习,4007230,2k-4k,应届毕业生
"['望京', '来广营', '花家地']",北京,北京第三石科技发展有限公司,第三石科技,50-150人,2018/5/22 11:09,朝阳区,本科,"移动互联网,电子商务","['电商', '本地生活', '资深', '高级', '商业']",全职,4175935,18k-36k,5-10年
['国贸'],北京,富勤卓越财富投资管理（北京）有限公司,富勤易贷,2000人以上,2018/5/18 15:58,朝阳区,大专,金融,"['金融', '统计', 'SPSS']",全职,4594207,4k-5k,不限
"['五道口', '学院路']",北京,北京智者天下科技有限公司,知乎,500-2000人,2018/5/15 10:51,海淀区,本科,"移动互联网,社交网络","['金融', '大数据', 'BI']",实习,3933767,4k-6k,不限
,北京,北京米可世界科技有限公司,MICO,50-150人,2018/5/23 15:09,朝阳区,本科,移动互联网,"['社交', '大数据', '用户研究']",全职,4431071,12k-18k,1-3年
"['中关村', '苏州街', '苏州桥']",北京,北京融联世纪信息技术有限公司,融360,500-2000人,2018/5/23 11:09,海淀区,本科,"移动互联网,金融","['金融', '大数据', '数据挖掘']",全职,3350376,25k-35k,3-5年
['德胜门'],北京,北京通付盾数据科技有限公司,通付盾,50-150人,2018/5/22 10:02,西城区,本科,"移动互联网,金融","['金融', '资深', '大数据', '数据挖掘']",全职,4325412,15k-30k,3-5年
,北京,汇联金科信息技术（北京 )有限公司,汇联金科,50-150人,2018/5/18 16:33,朝阳区,本科,金融,"['金融', '业务运营', '大数据', '数据挖掘', 'SPSS']",全职,4295585,10k-15k,3-5年
,北京,便利蜂商贸有限公司,便利蜂,2000人以上,2018/5/16 12:55,朝阳区,本科,"移动互联网,生活服务",[],全职,4579107,20k-40k,3-5年
"['将台路', '酒仙桥', '大山子']",北京,北京墨迹风云科技股份有限公司,墨迹天气,150-500人,2018/5/15 14:00,朝阳区,本科,"移动互联网,生活服务",[],全职,4299839,10k-20k,3-5年
"['中关村', '北京大学', '知春路']",北京,北京世纪好未来教育科技有限公司,好未来,2000人以上,2018/5/23 10:11,海淀区,本科,"移动互联网,教育",[],实习,4607163,2k-4k,不限
"['四惠', '十里堡', '甘露园']",北京,永杨安风（北京）科技有限公司,LBE 科技,50-150人,2018/5/7 14:40,朝阳区,本科,移动互联网,[],实习,3965543,4k-5k,应届毕业生
,北京,链家网（北京）科技有限公司,贝壳找房,2000人以上,2018/4/27 13:47,海淀区,本科,"移动互联网,O2O","['本地生活', '房产服务', '高级', 'growth hacking']",全职,4384601,25k-50k,5-10年
"['五道口', '清华大学', '中关村']",北京,人人贷商务顾问（北京）有限公司,人人贷,500-2000人,2018/5/15 21:09,海淀区,本科,金融,[],全职,4108382,9k-16k,1-3年
"['望京', '望京', '望京', '来广营', '来广营', '来广营']",北京,北京维康恒美信息技术有限公司,悦美网,150-500人,2018/5/15 10:24,朝阳区,本科,"移动互联网,O2O","['金融', '风控', '建模', '量化']",全职,3987385,20k-30k,5-10年
"['紫竹桥', '四季青', '世纪城']",北京,北京新浪阅读信息技术有限公司,新浪阅读,150-500人,2018/5/14 13:51,海淀区,本科,移动互联网,"['电商', '广告营销', '高级', '大数据', '业务运营']",全职,4065790,8k-15k,3-5年
"['来广营', '望京']",北京,蓝港在线（北京）科技有限公司,蓝港互动集团,500-2000人,2018/5/14 10:25,朝阳区,本科,游戏,"['游戏', '广告营销', '数据挖掘']",全职,4097854,2k-4k,不限
['仁和'],北京,北京兰超科技集团有限公司,北京兰超科技集团,150-500人,2018/5/10 9:07,顺义区,本科,其他,[],全职,4294218,5k-10k,应届毕业生
['朝外'],北京,上海花千树信息科技有限公司北京分公司,世纪佳缘,500-2000人,2018/5/9 17:39,朝阳区,本科,移动互联网,[],全职,4475470,25k-30k,3-5年
,北京,北京鼎晟天成科技有限公司,鼎晟天成,50-150人,2018/5/8 14:40,海淀区,本科,"移动互联网,教育",[],全职,4535977,10k-20k,1-3年
"['大望路', '百子湾', '华贸']",北京,北京妙医佳信息技术有限公司,妙健康,50-150人,2018/5/22 15:43,朝阳区,硕士,移动互联网,"['医疗健康', '大数据', '建模', 'SPSS', 'sas']",全职,3855517,12k-20k,3-5年
['中关村'],北京,北京博雅大智慧科技有限公司,博雅大数据学院,15-50人,2018/5/14 16:24,海淀区,本科,教育,"['教育', '数据挖掘', '机器学习', '深度学习', '大数据']",全职,4304317,12k-20k,不限
"['大望路', '红庙', '京广桥']",北京,北京人民在线网络有限公司,人民在线,150-500人,2018/5/4 14:04,朝阳区,本科,"数据服务,移动互联网",[],全职,4381753,8k-15k,1-3年
['东四'],北京,北京易善信用管理有限公司,易善,少于15人,2018/4/28 15:15,东城区,本科,"教育,数据服务",[],全职,4499683,6k-10k,1-3年
"['大山子', '酒仙桥']",北京,便利蜂商贸有限公司,便利蜂,2000人以上,2018/5/14 14:49,朝阳区,本科,"移动互联网,生活服务",[],全职,4326636,20k-30k,3-5年
"['三元桥', '燕莎', '左家庄']",北京,中信云网有限公司,中信云网,500-2000人,2018/5/7 17:52,朝阳区,本科,"移动互联网,金融",[],全职,3839425,30k-60k,3-5年
"['上地', '马连洼', '西二旗']",北京,链家网（北京）科技有限公司,贝壳找房,2000人以上,2018/5/15 14:14,海淀区,本科,"移动互联网,O2O",[],全职,4523181,15k-30k,1-3年
"['三元桥', '燕莎', '左家庄']",北京,中信云网有限公司,中信云网,500-2000人,2018/5/7 17:52,朝阳区,本科,"移动互联网,金融",[],全职,3839425,30k-60k,3-5年
"['左家庄', '国展', '西坝河']",北京,时空幻境（北京）科技有限公司,时空娱乐,50-150人,2018/5/22 14:22,朝阳区,本科,游戏,"['游戏', '产品经理', '数据挖掘']",全职,4607853,15k-30k,3-5年
,北京,北京光宇在线科技有限责任公司,光宇游戏,2000人以上,2018/5/14 14:08,海淀区,本科,游戏,[],全职,4025151,8k-12k,1-3年
['四惠'],北京,北京核桃林传媒广告有限公司,核桃林传媒,15-50人,2018/4/23 18:06,朝阳区,本科,"移动互联网,广告营销","['广告营销', '大数据', '数据挖掘', 'SPSS']",全职,3716648,8k-10k,3-5年
"['朝阳路', '朝阳路', '高碑店', '高碑店', '定福庄', '定福庄']",北京,北京酷鱼畅享科技有限公司,COOLFISH GAMES,50-150人,2018/5/22 15:34,朝阳区,本科,游戏,"['游戏', '用户研究']",全职,3677366,15k-20k,3-5年
"['中关村', '北京大学', '颐和园']",北京,北京爱奇艺科技有限公司,爱奇艺,2000人以上,2018/5/21 21:16,海淀区,本科,"广告营销,文化娱乐",[],全职,4229491,10k-15k,3-5年
,北京,北京清佰华通科技有限公司,中国电动汽车百人会双...,50-150人,2018/4/26 17:31,海淀区,硕士,"企业服务,金融",[],全职,3149501,10k-20k,1-3年
"['西三旗', '清河']",北京,北京鼎阅广告传媒有限责任公司,鼎阅传媒,150-500人,2018/5/23 11:37,海淀区,本科,移动互联网,"['广告营销', '高级', '大数据', '数据挖掘']",全职,4448239,20k-25k,3-5年
,北京,银湖网络科技有限公司,银湖网,2000人以上,2018/5/22 10:21,东城区,本科,"金融,移动互联网","['金融', 'SPSS']",全职,4605402,8k-15k,不限
"['上地', '西北旺', '马连洼']",北京,小船出海教育科技（北京）有限公司,作业帮,500-2000人,2018/5/15 11:11,海淀区,本科,"移动互联网,教育",[],全职,4538906,20k-35k,3-5年
"['大屯', '奥运村', '亚运村']",北京,京东云平台,京东商城,2000人以上,2018/5/4 15:42,朝阳区,本科,"电子商务,数据服务",[],全职,2721244,15k-30k,1-3年
,北京,正邦创意（北京）品牌科技股份有限公司,正邦创意,500-2000人,2018/5/3 13:58,东城区,本科,"移动互联网,广告营销",[],全职,4512801,15k-25k,3-5年
"['望京', '花家地', '大山子']",北京,北京每日优鲜电子商务有限公司,每日优鲜,500-2000人,2018/5/14 10:39,朝阳区,本科,"移动互联网,电子商务",[],全职,4126713,15k-25k,1-3年
"['西二旗', '西北旺', '上地']",北京,百度在线网络技术（北京）有限公司,百度,2000人以上,2018/5/8 20:33,海淀区,本科,"移动互联网,数据服务",[],全职,4330244,20k-40k,1年以下
"['大屯', '奥运村', '亚运村']",北京,北京百乘科技有限公司,百乘金控,500-2000人,2018/5/23 9:41,朝阳区,本科,金融,"['金融', '房产服务', '专员', '风控', '建模']",全职,4393414,10k-20k,1-3年
"['望京', '来广营']",北京,行吟信息科技（上海）有限公司,小红书,500-2000人,2018/4/26 13:57,朝阳区,本科,"生活服务,电子商务","['电商', '大数据', '数据挖掘']",全职,4025250,10k-20k,3-5年
"['建外大街', 'CBD', '国贸']",北京,北京恒昌利通投资管理有限公司,恒昌利通,2000人以上,2018/5/21 9:41,朝阳区,本科,金融,[],全职,3871119,15k-20k,1-3年
['黄村'],北京,北京赛普力量教育科技有限公司,赛普健身学院,500-2000人,2018/4/25 16:21,大兴区,本科,教育,[],全职,4481614,8k-14k,不限
,北京,北京鼎阅广告传媒有限责任公司,鼎阅传媒,150-500人,2018/5/23 11:37,海淀区,本科,移动互联网,"['游戏', '资深', '业务运营', '运营']",全职,4576633,25k-30k,5-10年
"['苏州街', '万泉河']",北京,深圳市赢众通金融信息服务有限责任公司,小赢科技,500-2000人,2018/5/16 10:04,海淀区,本科,金融,"['金融', '电商', '数据挖掘', 'SPSS']",全职,4344068,15k-25k,1-3年
"['望京', '来广营']",北京,北京咖啡易融科技有限公司,咖啡易融,15-50人,2018/5/2 18:44,朝阳区,硕士,"金融,移动互联网","['金融', '建模', 'BI', '大数据', 'SPSS']",实习,4509185,5k-10k,应届毕业生
,北京,北京吾好科技发展有限公司,吾好科技,50-150人,2018/5/22 9:57,朝阳区,本科,教育 移动互联网,[],全职,4185896,20k-40k,3-5年
,北京,北京闪银奇异科技有限公司,闪银奇异,500-2000人,2018/5/21 11:23,朝阳区,本科,"移动互联网,金融","['金融', '资深', '中级', '算法']",全职,4072009,25k-40k,3-5年
,北京,北京瑞尼尔技术有限公司,瑞尼尔,50-150人,2018/5/7 13:54,海淀区,本科,数据服务,"['金融', '数据挖掘']",全职,3958207,8k-12k,不限
"['中关村', '知春路', '人民大学']",北京,多点生活（中国）网络科技有限公司,多点Dmall,500-2000人,2018/5/23 13:34,海淀区,本科,"电子商务,O2O","['电商', '经理', '资产', '数据挖掘', '数据管理']",全职,4255595,16k-25k,3-5年
,北京,北京至上泽思信息技术有限公司,ZRobot,15-50人,2018/5/23 9:24,朝阳区,本科,"数据服务,企业服务","['征信', '机器学习', '大数据', '数据挖掘']",全职,2901009,15k-30k,1-3年
"['望京', '大山子', '酒仙桥']",北京,北京启萌教育科技有限公司,启萌教育,150-500人,2018/5/22 14:49,朝阳区,本科,"移动互联网,教育",[],全职,4608189,8k-16k,3-5年
"['北苑', '立水桥']",北京,北京数字新思科技有限公司,数字新思,15-50人,2018/5/15 11:17,朝阳区,本科,数据服务,"['广告营销', '大数据', '行业研究', 'SPSS']",全职,4468447,2k-3k,应届毕业生
"['十里堡', '石佛营']",北京,北京魅动力教育咨询有限公司,小鹿情感,150-500人,2018/5/14 15:07,朝阳区,本科,移动互联网,"['媒体', '大数据', '业务运营', '运营', '数据挖掘']",全职,4565373,8k-15k,3-5年
['三里屯'],北京,思凯思特（北京）科技有限公司,PINTEC,500-2000人,2018/5/23 10:00,朝阳区,本科,"移动互联网,金融","['征信', '数据挖掘']",全职,3550955,16k-30k,1-3年
['潘家园'],北京,中体彩科技发展有限公司,中体彩科技发展有限公司,150-500人,2018/5/23 9:08,朝阳区,本科,"移动互联网,电子商务",[],全职,4029786,20k-30k,3-5年
['国贸'],北京,北京蜂巢锐哲广告股份有限公司,蜂巢锐哲,50-150人,2018/5/2 12:23,朝阳区,不限,广告营销,"['汽车', '实习生']",全职,3466943,4k-6k,不限
,北京,北京趣拿软件科技有限公司,去哪儿网,2000人以上,2018/5/23 11:51,海淀区,本科,移动互联网,"['移动互联网', '高级', '大数据', '数据挖掘']",全职,4176996,15k-30k,3-5年
,北京,北京沐屿科技发展有限公司,蜡笔分期,50-150人,2018/5/22 15:11,朝阳区,本科,"移动互联网,金融","['金融', '风控', 'SPSS']",全职,4504903,4k-8k,不限
"['望京', '大山子', '花家地']",北京,拉扎斯网络科技（上海）有限公司,饿了么,2000人以上,2018/5/15 17:34,朝阳区,本科,移动互联网,[],全职,2832128,12k-16k,不限
,北京,北京光宇在线科技有限责任公司,光宇游戏,2000人以上,2018/5/14 15:21,海淀区,本科,游戏,"['游戏', '数据挖掘', '数据管理']",全职,4565566,6k-9k,应届毕业生
['CBD'],北京,北京昀亭信息科技有限公司,北京数能科技有限公司,15-50人,2018/5/8 14:29,朝阳区,本科,"数据服务,移动互联网",[],全职,3104667,6k-12k,1-3年
"['四惠', '高碑店', '百子湾']",北京,中望金服信息科技（北京）有限公司,中望金服,150-500人,2018/5/21 9:35,朝阳区,本科,"移动互联网,金融","['银行', '数据挖掘', '人工智能', '建模', 'sas']",全职,4339902,10K-20K,1-3年
,北京,上海基分文化传播有限公司,趣头条,500-2000人,2018/4/27 18:20,海淀区,不限,移动互联网,[],全职,4316684,20k-40k,3-5年
,北京,北京搜狐新媒体信息技术有限公司,搜狐集团,2000人以上,2018/5/16 15:47,海淀区,本科,"移动互联网,广告营销",['广告营销'],全职,3824830,25k-40k,1-3年
"['知春路', '中关村', '学院路']",北京,腾讯科技(深圳)有限公司,腾讯,2000人以上,2018/5/22 15:49,海淀区,本科,"移动互联网 ,游戏",[],全职,2976180,16k-32k,3-5年
"['五道口', '学院路', '北航']",北京,世纪禾光科技发展（北京）有限公司,敦煌网,500-2000人,2018/5/8 14:22,海淀区,本科,电子商务,"['信息安全', '可视化', '专员', '数据管理']",全职,4521454,8k-15k,1-3年
,北京,中科点击（北京）科技有限公司,中科点击,150-500人,2018/5/21 11:25,海淀区,本科,"移动互联网,数据服务","['媒体', '广告营销', '大数据', '专员', '业务运营']",全职,4457384,10k-15k,1-3年
"['万泉河', '苏州桥', '苏州街']",北京,北京趣拿软件科技有限公司,去哪儿网,2000人以上,2018/5/22 16:34,海淀区,本科,移动互联网,"['旅游', '数据挖掘', '建模', 'R']",全职,3633438,15k-30k,3-5年
,北京,北京和讯在线信息咨询服务有限公司,和讯网,150-500人,2018/5/23 15:58,朝阳区,不限,移动互联网,[],全职,3943782,25k-30k,1-3年
"['知春路', '中关村', '学院路']",北京,腾讯科技(深圳)有限公司,腾讯,2000人以上,2018/5/22 15:49,海淀区,硕士,"移动互联网 ,游戏","['媒体', '商业', '大数据', 'SPSS']",全职,3095147,15k-30k,3-5年
"['望京', '来广营', '花家地']",北京,高德软件有限公司,阿里巴巴—高德,2000人以上,2018/5/21 17:23,朝阳区,本科,移动互联网,"['地图', '数据挖掘', '数据治理', '大数据']",全职,4603063,20k-40k,3-5年
"['三元桥', '麦子店', '亮马桥']",北京,北京艾雷管理咨询有限公司,清科集团,150-500人,2018/5/21 11:24,朝阳区,本科,金融,"['金融', '统计', 'SPSS']",全职,3551531,2k-4k,不限
"['来广营', '望京']",北京,蓝港在线（北京）科技有限公司,蓝港互动集团,500-2000人,2018/5/21 12:11,朝阳区,本科,游戏,"['游戏', '社交', '大数据', '数据挖掘', 'SPSS']",全职,3891186,10k-20k,1-3年
"['中关村', '人民大学', '当代']",北京,《精品购物指南》报社,《精品购物指南》报社,500-2000人,2018/5/8 11:13,海淀区,本科,文化娱乐,[],全职,4492507,15k-20k,不限
,北京,央视市场研究股份有限公司,CTR,500-2000人,2018/5/23 14:27,西城区,本科,广告营销,[],全职,4615307,10k-15k,1-3年
"['东四', '北新桥', '东直门']",北京,北京卡路里科技有限公司,Keep,150-500人,2018/5/22 17:37,东城区,本科,"社交网络,文化娱乐","['硬件制造', '业务运营', '运营', '产品经理']",全职,4136296,13k-25k,1-3年
"['清河', '小营', '上地']",北京,北京小米科技有限责任公司,小米,2000人以上,2018/5/22 11:04,海淀区,本科,移动互联网,"['电商', '大数据', '数据挖掘']",全职,3868859,20k-40k,不限
"['奥运村', '北苑', '来广营']",北京,在线途游（北京）科技有限公司,途游,150-500人,2018/5/22 10:11,朝阳区,本科,"移动互联网,游戏","['游戏', 'BI', '业务运营', '运营', 'SPSS']",全职,4264259,10k-15k,1-3年
,北京,北京嘉和美康信息技术有限公司,嘉和美康,500-2000人,2018/5/21 10:51,海淀区,本科,"移动互联网,医疗健康","['医疗健康', '技术支持', 'SPSS', '数据管理', '医学或临床专业']",全职,4472500,5k-10k,不限
"['朝阳门', '朝外', '东四']",北京,凡普金科集团有限公司,凡普金科,2000人以上,2018/5/16 18:23,东城区,本科,金融,"['金融', '数据挖掘']",全职,3946792,20k-40k,3-5年
"['双井', '百子湾', '大望路']",北京,北京纯粹旅行有限公司,皇包车,150-500人,2018/5/14 15:39,朝阳区,本科,"移动互联网,旅游",[],全职,3313068,25k-35k,5-10年
['建外大街'],北京,冠群世纪商务信息咨询（天津）有限公司北京国贸第一分公司,冠群世纪国贸分公司,2000人以上,2018/5/7 14:05,朝阳区,大专,企业服务、生活服务,[],全职,4504541,5K-7K,1-3年
,北京,北京车之家信息技术有限公司,汽车之家,2000人以上,2018/5/4 11:45,海淀区,本科,"移动互联网,文化娱乐","['金融', '汽车', '建模']",全职,4518783,20k-30k,1-3年
,北京,尼尔森网联媒介数据服务有限公司,尼尔森网联,150-500人,2018/4/25 11:14,朝阳区,本科,数据服务,[],全职,3778096,7k-12k,应届毕业生
"['大望路', '百子湾', '四惠', '四惠']",北京,时趣互动（北京）科技有限公司,时趣social-touch,500-2000人,2018/5/17 16:15,朝阳区,本科,移动互联网,[],实习,2620947,3k-4k,不限
,北京,北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,2018/4/24 10:27,海淀区,本科,移动互联网,[],全职,4405837,20k-40k,3-5年
"['大山子', '酒仙桥']",北京,便利蜂商贸有限公司,便利蜂,2000人以上,2018/5/23 13:32,朝阳区,本科,"移动互联网,生活服务",[],全职,4060498,25k-40k,3-5年
"['中关村', '中关村', '苏州街', '北京大学', '苏州街', '北京大学']",北京,微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,2018/5/23 9:57,海淀区,本科,移动互联网,[],全职,3452582,25k-35k,3-5年
"['知春路', '中关村', '学院路']",北京,腾讯科技(深圳)有限公司,腾讯,2000人以上,2018/5/22 15:49,海淀区,本科,"移动互联网 ,游戏",[],全职,3512007,15k-30k,3-5年
"['望京', '来广营']",北京,行吟信息科技（上海）有限公司,小红书,500-2000人,2018/5/20 23:56,朝阳区,本科,"生活服务,电子商务",[],实习,4334444,2k-4k,应届毕业生
"['西二旗', '西北旺', '上地']",北京,小船出海教育科技（北京）有限公司,作业帮,500-2000人,2018/5/7 12:10,海淀区,本科,"移动互联网,教育","['直播', '大数据', '数据挖掘']",全职,3924544,15k-30k,1-3年
"['中关村', '知春路', '双榆树']",北京,北京国双科技有限公司,Gridsum 国双,500-2000人,2018/5/22 10:16,海淀区,本科,"数据服务,企业服务",[],全职,2300547,12k-20k,1-3年
,北京,北京光宇在线科技有限责任公司,光宇游戏,2000人以上,2018/5/14 14:08,海淀区,本科,游戏,[],全职,4025148,6k-10k,1-3年
"['中关村', '北京大学', '苏州街']",北京,北京爱奇艺科技有限公司,爱奇艺,2000人以上,2018/5/22 19:10,海淀区,本科,"广告营销,文化娱乐",[],全职,1833215,20k-30k,3-5年
"['三里屯', '工体', '朝外']",北京,北京活动时文化传媒有限公司,活动时,50-150人,2018/5/8 11:05,朝阳区,大专,"企业服务,数据服务",[],全职,3762300,12k-18k,1-3年
"['中关村', '北京大学', '知春路']",北京,北京世纪好未来教育科技有限公司,好未来,2000人以上,2018/5/23 10:11,海淀区,本科,"移动互联网,教育",[],全职,4406407,25k-30k,不限
['工体'],北京,华壹信融投资管理(北京)有限责任公司,华壹信融投资管理公司,150-500人,2018/5/17 9:51,朝阳区,大专,金融,"['信息安全', '股票', '外汇', '操盘手', '经纪人', '分析员']",全职,4545137,8k-10k,1-3年
,北京,便利蜂商贸有限公司,便利蜂,2000人以上,2018/5/9 12:10,朝阳区,本科,"移动互联网,生活服务",[],实习,4542091,2k-4k,不限
['上地'],北京,北京斗米优聘科技发展有限公司,斗米,500-2000人,2018/5/17 21:33,海淀区,本科,"移动互联网,O2O",[],全职,4587196,15k-25k,3-5年
"['五道口', '清华大学', '中关村']",北京,人人贷商务顾问（北京）有限公司,人人贷,500-2000人,2018/5/15 21:09,海淀区,本科,金融,[],全职,4108028,10k-16k,1-3年
"['鲁谷', '永乐', '八宝山']",北京,北京星云矩阵网络科技有限公司,星云矩阵,少于15人,2018/5/2 10:03,石景山区,大专,移动互联网,[],全职,4274181,5k-8k,1-3年
"['丰台体育馆', '花乡', '科技园区']",北京,北京真格天成投资管理有限公司,真格基金,50-150人,2018/5/23 9:31,丰台区,本科,金融,"['金融', '社交', '借贷', '建模']",全职,4050213,25k-35k,3-5年
,北京,北京爱奇艺科技有限公司,爱奇艺,2000人以上,2018/5/10 10:25,海淀区,本科,"广告营销,文化娱乐",[],实习,4547859,2k-3k,应届毕业生
"['和平里', '雍和宫', '北新桥']",北京,北京猫眼文化传媒有限公司,猫眼电影,500-2000人,2018/5/21 10:05,东城区,本科,"移动互联网,文化娱乐",[],实习,4112987,3k-4k,不限
,北京,北京至上泽思信息技术有限公司,ZRobot,15-50人,2018/5/23 9:24,朝阳区,本科,"数据服务,企业服务","['金融', '数据挖掘', '机器学习', '反欺诈', '信用模型']",全职,2907904,15k-30k,1-3年
"['望京', '来广营', '花家地']",北京,北京第三石科技发展有限公司,第三石科技,50-150人,2018/5/22 11:09,朝阳区,本科,"移动互联网,电子商务","['电商', '社交', '大数据', 'BI']",全职,4175831,15k-30k,3-5年
"['酒仙桥', '将台路', '大山子']",北京,北京自如友家资产管理有限公司,自如网,2000人以上,2018/5/18 14:25,朝阳区,本科,"移动互联网,O2O",[],全职,4270802,7k-14k,1-3年
,北京,尼尔森网联媒介数据服务有限公司,尼尔森网联,150-500人,2018/5/21 15:10,朝阳区,本科,数据服务,[],全职,3644607,4k-7k,1年以下
['酒仙桥'],北京,北京每日优鲜便利购电子商务有限公司,每日优鲜便利购,2000人以上,2018/5/11 21:05,朝阳区,本科,"移动互联网,电子商务",[],全职,4559772,4k-6k,应届毕业生
['清河'],北京,海致网络技术(北京)有限公司,海致,150-500人,2018/5/2 12:22,海淀区,本科,"移动互联网,企业服务",[],全职,2512865,15K-25K,3-5年
['清河'],北京,海致网络技术(北京)有限公司,海致,150-500人,2018/5/2 12:22,海淀区,本科,"移动互联网,企业服务",[],全职,2512865,15K-25K,3-5年
"['科技园区', '丰台体育馆']",北京,国信优易数据有限公司,国信优易,500-2000人,2018/5/21 10:03,丰台区,本科,数据服务,[],全职,3782051,12k-18k,应届毕业生
,北京,北京闪送科技有限公司,闪送,150-500人,2018/5/21 9:55,海淀区,本科,移动互联网,[],全职,3985074,20k-40k,3-5年
"['西北旺', '马连洼', '上地']",北京,百度在线网络技术（北京）有限公司,百度,2000人以上,2018/5/21 21:11,海淀区,本科,"移动互联网,数据服务","['广告营销', '高级', '后端开发', '大数据', 'spark', 'hadoop']",全职,4049664,15k-30k,1-3年
['三元桥'],北京,北京网信金服信息科技有限公司,网信,500-2000人,2018/4/23 15:08,朝阳区,本科,"金融,移动互联网",[],全职,4465672,8k-15k,1-3年
,北京,北京世纪好未来教育科技有限公司,好未来,2000人以上,2018/5/23 10:26,海淀区,本科,"移动互联网,教育",[],全职,4368900,20k-40k,5-10年
,北京,北京大米未来科技有限公司,VIPKID,2000人以上,2018/5/21 16:37,东城区,本科,教育,[],全职,3784330,15k-30k,3-5年
"['知春路', '学院路', '中关村']",北京,北京口袋财富信息科技有限公司,理财魔方,50-150人,2018/5/14 15:50,海淀区,本科,"移动互联网,金融",[],全职,4238863,10k-20k,不限
['建外大街'],北京,万联电子商务股份有限公司,万联电商,50-150人,2018/5/2 9:37,朝阳区,本科,"电子商务,金融",[],实习,4503795,1k-2k,应届毕业生
