businessZones,city,companyFullName,companyShortName,companySize,createTime,district,education,industryField,industryLables,jobNature,positionId,salary,workYear,description
"['科技园', '南山医院', '大冲']",深圳,深圳市探娱互动科学文化有限公司,探娱互动科学@移动游戏发行,50-150人,2018-05-21 15:59:52,南山区,本科,游戏,[],全职,3695826,7k-14k,不限,"职位描述：

︵︵︵︵︵︵︵︵
　　忠　　告
︶︶︶︶︶︶︶︶
-懒于读书盲于尝试的，请不要来！不热爱游戏的，请不要来！
-不把游戏当作商品的，请不要来！怕加班熬夜的，请不要来！
-只玩某种游戏品类的，请不要来！逻辑思维弱的，请不要来！
-来了就想水到渠成的，请不要来！自学能力差的，请不要来！
︵︵︵︵︵︵︵︵
　　期　　待
︶︶︶︶︶︶︶︶
　　我们期待TOP知名院校的TOP学生，也期待TOP网络游戏的TOP玩家，更期待TOP开源社区的TOP贡献者。我们并不在意是否有过游戏设计经验，或者某些游戏行业从业经历，但更希望那些学习能力极强、理解问题能力超群、基础素质高，并热爱游戏的同学加入。来吧，让我们在一起，超越夫妻的恩爱，跨越知识的边界，在游戏创作的空间中疯狂探索。
︵︵︵︵︵︵︵︵
　　核心任务
︶︶︶︶︶︶︶︶
1、负责产品测试阶段分版本进行所有埋点需求提出、埋点数据提取和分析，为产品调优提供数据支持；
2、负责日常游戏线上效果数据监控，并制作日报、周报和月报，提供专业的数据分析报告；
3、和项目紧密结合，做现阶段游戏运营活动数据分析，并根据数据表现针对性提出活动调整意见，为精细化运营提供数据基础；
4、了解目前手游发行业务各个环节，并能自发进行有价值的专题研究，对数据挖掘和预测模型的研究、完善重要数据监控流程、探索对运营工作的数据评价模型等等(包括分析思路、模型、指标的研究、与相关技术人员沟通跟进数据的输出、负责数据输出后的具体分析)；
5、有市场数据分析能力，能够分析市场广告数据效果，并提供数据支持做广告优化方案；同时能够分析和探寻不同市场效果追踪方式，通过数据量化市场品宣效果；
6、优化团队在数据统计、分析和监控等方面的流程和规范，提升数据统计准确性并提升工作效率；
7、定期进行数据专题研究内容分享，并指导运营及产品人员关于数据分析方法的学习及分析工具的使用，帮助产品团队成员提高数据跟踪、数据分析、数据决策的意识和能力；
8、早九晚九，不喜欢加班者请绕道！
︵︵︵︵︵︵︵︵
  角色属性
︶︶︶︶︶︶︶︶
1、学历：本科以上，理科或者工科背景（数学，统计学，计算机PLUS），985/211 PLUS；
2、热爱游戏，逻辑思维和系统性思维强，工作作风细致；
3、善于总结和分析，熟悉数据分析的主要方法和思路，深刻理解数据分析的最终目的。能够从纷繁的数据中找到有价值的数据并进行分析，最终推动将数据分析成果转化为生产力；
4、优秀的数据思维和强烈的数据决策意识，对数据有高度的警觉性、敏感度和较真意识；
5、熟练掌握数据分析工具，精通Excel，熟练运用SQL，掌握SAS/SPSS/R等分析工具优先，有游戏行业经验优先
6、具备优秀的自我驱动力、沟通能力、团队协作能力及跨部门协作推动力；
 
︵︵︵︵︵︵︵︵︵
  致出色的你
︶︶︶︶︶︶︶︶︶
　　要知道，太过单调、死板的简历会降低你面试的概率。所以，请你在简历后面附上有价值的游戏阅历，甚至深入的游戏分析，以便我们更加清晰的了解你的优势。你可以从以下几个方向阐述：
以往玩得较多的并最喜爱的数个网络游戏，描述都玩到什么级别、追逐什么目标、具体付费情况等。同时作为一个游戏玩家，请尝试分析是什么因素促使你热衷于这些游戏？
    在上述网络游戏中选取一个或多个样本，谈谈该游戏在设计上的优缺点。假如你是此游戏的设计师，你会怎样修正它的缺点。
    你之前阅读过哪些游戏设计方面的书籍？这些书籍对你有哪些深度感悟？
    如果你曾经想过设计游戏，或者有其他游戏设计的想法或心得，也可一并提供给我们。
 
︵︵︵︵︵︵︵︵︵
　　我想对你说
︶︶︶︶︶︶︶︶︶
　　我们是锐意进取的游戏企业，创新与压力并存。在这里，同学们都以游戏为生活、为工作、为梦想，并在游戏创作的道路上探索、创新、沉淀、成就。我们希望你具备这样的特质：热爱游戏并以游戏创作为梦想，有独特想法，有探索精神，并具备极强的信息处理能力和自我学习能力。如果工作中需要大家告诉你每件事应该怎么做，那么这里可能不适合你。我们并没有所谓的传统培训体系，但倡导地位平等与知识分享。如果你不善于思考总结、研究创新，且不具备很强的抗压能力，请慎重投递简历。
　　更多详细信息，如公司信息、福利待遇、招聘流程等，请访问官网 www.tanyu.mobi"
"['坂田', '万科城']",深圳,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2000人以上,2018-05-18 08:08:57,龙岗区,本科,移动互联网,[],全职,4566606,6k-12k,3-5年,"职位描述：

职位描述：
  负责终端产品数据分析工作

任职要求：1、 大学本科以上学历，计算机科学、信息科学、人机交互、统计学、应用数学等领域专业2、3年以上数据分析工作经验，为产品、运营或其他部门提供分析性洞察和报告的经验3、熟练掌握SQL或其他数据库语言、Python或Perl等脚本语言4、熟练使用R、SAS或Matlab 等数据处理工具，EXCEL或Tableau等数据可视化工具5、有较强的数据洞察力、逻辑思维能力和分析总结能力"
"['蛇口', '南油']",深圳,深圳天天看看信息技术有限公司,天天看看,150-500人,2018-05-23 15:50:46,南山区,本科,"移动互联网,文化娱乐",[],全职,3276273,15k-30k,3-5年,"职位描述：

岗位职责：
1、负责数据中心运营数据分析与相关开发工作2、负责公司产品数据推荐内容算法设计及实现3、支持各业务端，进行海量数据的收集和分析支持4、负责对公司大数据hadoop集群进行维护及调优。
任职资格：
1、本科以上学历，计算机相关专业2、熟悉mysql数据库，了解SQL优化3、熟悉LINUX操作系统，熟悉SHELL编程4、熟悉Hadoop的体系架构和运行原理，群并有使用及维护经验，有大数据处理方面经验5、熟悉Java语言，了解Python，perl至少一种语言，6、了解ElasticSearch及ElasticSearch在数据领域的应用7、具有大型数据仓库和ETL开发、HIVE经验优先"
['南头'],深圳,深圳市和讯华谷信息技术有限公司,极光,150-500人,2018-05-23 13:44:24,南山区,本科,"移动互联网,数据服务",[],全职,4084200,10k-20k,1-3年,"职位描述：

【业务背景】
1、极光是业界领先的移动大数据和开发者平台，过去不断开拓各类增值产品和服务，并稳定取得佳绩。从起家的推送业务，到全面的开发者服务、精准营销、数据产品 等，都有非常高的效益，为不同行业的客户带来巨大价值
2、极光调研 是极光具有战略性的新业务，开始以来已经取得市场验证，建于极光的大数据基础和市场优势之上，《极光调研》颠覆固有行业模式，为客户带来同业造不到的价值，也同时为极光带来可观的收益，丰富极光产品体系的生态互补，把极光推到产业链更有利的位置

【工作职责】
1、负责公司的新业务平台《极光调研》的数据分析需求
2、大数据分析、人群筛选、市场调研、精准预估模型等分析支持以及解决方案
3、清晰了解客户需求和场景，并能及时、高效达标，让客户觉得服务贴心和高质量
4、根据过去遇到的各种问题，提供改良/创新方案

【岗位要求】
1、本科以上学历，计算机、数学、统计学等相关专业
2、了解概率论与数理统计的原理及方法
3、熟练使用 SQL 和最少一种专业统计软件 (如 R, SPSS, SAS 等)
4、有数据处理、统计分析、数据建模、或机器学习等相关算法应用经历、良好的逻辑思维能力和数据敏感性
5、熟悉 Python/Java 或其他程序开发语言 优先，有 Hadoop/Spark 等大数据经验更好
6、能快速学习、灵活解决问题、有上进心和创新思维，对新语言/方法都能很快上手"
"['购物公园', '新洲', '皇岗']",深圳,深圳市博悦科创科技有限公司,博悦科创,500-2000人,2018-05-21 08:37:56,福田区,本科,移动互联网,[],全职,4001717,10k-19k,1-3年,"职位描述：

任职要求：
1、全日制本科及以上学历，具备计算机编程能力（python，java，c++均可），能编写简单脚本；
2、具有严密的逻辑思维能力，能结合应用对数据进行分析，并设计指标进行描述和衡量；
3、有hadoop，hive开发经验者优先；
4、具有两年及以上数据分析经验。
5、工作内容及职责：对QA、智能对话、智能客服等任务结果进行效果分析。具备case分析能力，辅助分析模型瓶颈和badcase。"
,深圳,深圳市编玩边学教育科技有限公司,编玩边学,50-150人,2018-05-18 18:16:36,南山区,本科,"教育,游戏","['金融', '广告营销', '数据挖掘', 'SPSS']",全职,4421111,10k-20k,1-3年,"职位描述：

1. 工作职责
1、搭建业务数据模型：深入理解业务流程，建立业务数据指标体系与模型，通过数据从不同维度全面描述业务状况；
2、分析用户数据：通过深度挖掘用户的行为数据，帮助各部门发现、分析和解决问题；
3、提供决策建议：制作数据分析报告，让数据说话，提供决策支持建议；
4、数据驱动产品、运营：提出产品、运营优化建议，主动推进各种转化率提升；
5、根据公司管理需求，完成临时性数据需求和测算。
2. 任职要求
1、全日制本科及以上学历，统计、信息、数学、计算机、金融、经济等相关专业。
2、优秀的数学思维，极强的商业洞察能力，逻辑思维能力强，能完成完整可靠的推导；
3、具备敏锐的商业触觉及较强的数据分析能力、逻辑思维能力，能快速理解业务并将业务问题转化为数据问题进行深度分析挖掘；
4、有销售分析、保险公司、金融机构、咨询公司工作经验者优先；
5、熟练掌握关系型数据库的开发和使用（MySql），能熟练运用sql语言，sql优化等；
6、熟练使用SAS、SPSS有加分；
7、熟练使用R或Python进行数据分析有加分；
8、熟悉常用互联网产品、营销和广告分析方法有加分；
9、熟练使用google analytics 和 google tag manager有很大加分。
3. 薪资待遇
1、根据应聘者能力，起薪：10-20K/月，另有餐饮补贴、全勤奖等；
2、享受法定假日，节日福利，不间断零食，生日party，不定期户外活动；
3、一年13薪，一年两次调薪机会。"
,深圳,深圳全棉时代科技有限公司,全棉时代,500-2000人,2018-05-23 09:50:58,龙华新区,本科,"电子商务,其他",[],全职,4561874,6k-11k,3-5年,"职位描述：

岗位职责:工作职责1、可行性分解公司的目标并基于公司的全面预算管理规划、分解官网利润；2、负责统筹官网相关数据的维护、分析工作；3、基于公司的战略目标，负责统筹客户维护工作，合理分类客户，量化管理客户信息；4、负责统筹官网的折扣、营销活动分析，提供有效的价格组合、活动优化建议；5、负责官网商品销售分析，对异动数据分析挖掘潜在风险和机会，为运营提供商品优化建议。
任职资格:1、本科及以上，2年以上数据相关工作经验；2、良好的数据处理、分析能力，一定的数据挖掘能力；3、掌握项目管理、客户关系运营、财务数据等基本知识；4、掌握竞争情报收集、分析和战略预测的多维度工具和方法；5、学习能力强，逻辑思维能力强，强烈的数据敏感度。"
"['车公庙', '香蜜湖', '下沙', '车公庙', '香蜜湖', '下沙']",深圳,深圳市名瑞德国际金融服务有限公司,深圳市名瑞德国际金融服务有限公司,50-150人,2018-05-22 15:31:25,福田区,大专,金融,[],全职,3785014,8k-10k,不限,"职位描述：

薪资待遇
初级交易员：6000底薪 + 提成20% + 岗位补贴+年终奖+社保（月收入8000-11000）
中级交易员：12000底薪+ 提成30% + 岗位补贴+年终奖+社保（月收入11000-20000） 
高级交易员：15000底薪+ 提成40% + 岗位补贴+年终奖+社保（月收入20000-50000）  

晋升路线
1、公司关注员工的发展，为每个层级的员工制定了发展计划：
专业发展路线：初级交易员->中级交易员->高级交易员->资深交易员->专家交易员
管理发展路线：初级交易员->中级交易员->高级交易员->交易辅导老师->交易经理->交易团队经理->交易总监
2、每三个月有一次晋升的机会。透明，公正，公开的考核制度，可以让您的职业规划的更加清晰。
 
岗位描述 
1、热爱金融行业，优秀应届毕业生、实习生均可。有强烈的意愿进入金融投资领域，渴望成为金融职场中的精英。
2、具有良好的自我学习能力与团队合作精神。
3、具有良好的职业操守，有强烈的责任感。
4、无论你之前从事什么行业、学历如何，在这个行业里只要你敢于挑战自我，勇于探索并发现自己的潜力，高收益不是梦想。
5、公司内部气氛融洽，共同发展，有灵活的晋体系和广阔的前景。
6、提供免费的专业岗前培训，为您提供广阔的职业发展机会。

岗位职责 
1、负责公司指定客户账户或配资账户的资金运作。
2、专业不限，经济类、理工类专业优先。
3、人品端正，谦虚好学，自信果敢。
4、有很强的数据运算能力及宏观经济数据分析能力。
5、公司提供完善的免费专业培训。

福利待遇
1、条件符合者，公司将统一安排专业职业技能培训；
2、做五休二、OFFICE作息时间，无需加班；
3、正式员工享受补贴培训、带薪年假、定期体检，一年四次旅游，每月多聚餐游
4、完善成熟的晋升渠道，专业的职业生涯规划，助你成为金融行业精英

工作时间：朝九晚五 周一到周五

直接投递简历，公司会当天审核，审核通过后会通知面试。
——————————————
公司名称：深圳名瑞德国际金融服务有限公司
公司地址：深圳市福田区车公庙中国有色大厦1402
乘车路线：地铁1号线 7号线 9号线 11号线 车公庙站D1（或D2）出口即达（中国有色大厦）1402

人事经理：许经理
            
工作地址
广东省深圳市福田区车公庙中国有色大厦1402"
"['莲花二村', '岗厦', '莲花三村']",深圳,深圳前海达飞金融服务有限公司,即有分期,2000人以上,2018-05-23 10:11:05,福田区,本科,金融,[],全职,1498168,8k-15k,1-3年,"职位描述：

工作职责
职能服务方向
1.深入分析和挖掘海量数据，通过模型等方法提取有用信息； 2.依据数据及模型分析结果为决策层提供决策依据； 3.负责数据的集成、清洗、变换和规约；4.负责模型的建立、评估、部署、监控和优化。

风控方向
1.  负责制定、维护及优化反欺诈预警的规则政策及流程；对于产品生命周期，贷前、贷中、贷后各环节的反欺诈数据分析与挖掘；
2.  利用数据库、统计软件进行数据报表的开发及维护；定期输出、发送各类报表，并进行初步的解读，对异常数据主动寻找原因，并提出修改建议。

贷后业务方向
1、根据公司贷后管理目标，以及对业务的了解和分析，进行贷后业务指标体系的建立和完善；
2、根据贷后业务数据的分析结果，制定贷后管理政策； 3、深入分析和挖掘海量数据，通过模型等方法提取有用信息，进行贷后管理数据体系的建立和完善。
 
岗位要求：1、大学本科或以上学历，数学、统计、计算科学、信息技术、信息系统等专业优先考虑；2、一年以上数据分析等相关经验；3、积极主动，能够独立工作，执行力强；4、坚持、可靠、诚信；良好的沟通能力和表达技巧；5、具备数据分析统计能力，懂分类、回归、关联规则等数据挖掘方法优先考虑；6、熟悉Excel，懂SAS、SPSS等数据分析软件优先考虑；7、熟悉SQL、VBA、python或其他编程语言优先考虑。"
,深圳,广州市启畅金属制品有限公司,广州市启畅金属制品有限公司,150-500人,2018-05-23 09:55:47,龙岗区,本科,"移动互联网,电子商务","['电商', '资深', '高级', '大数据', '数据管理']",全职,4612518,15k-30k,5-10年,"职位描述：

岗位职责：
1、负责集团运营中心数据分析及数据产品设计管理工作；负责整合并梳理运营中心日常关键数据，并进行数据统计及分析，定期撰写经营分析报告，为业务决策提供支撑；
2、根据集团主要经营部门数据需求，与技术团队共同开发相关数据产品和系统实现，为线下、线上运营决策提供数据工具和支持；
3、负责管理优化数据相关团队，领导并培养团队的数据分析能力；
4、负责构建和优化数据收集、分析和系统化体系；
5、汇报对象为集团运营中心总监。
岗位要求
1、本科以上学历；三年以上数据分析和数据产品相关工作经验、一年以上团队管理经验，统计学、计算机等相关专业优先；掌握基础的数据相关计算机语言；
2、思维逻辑性强，对数字敏感，工作踏实认真，有较强的沟通推动能力；有一定的管理经验和能力；
3、熟识MS Office办公软件使用 及SQL脚本语言；
4、快速学习能力强，细致耐心；
5、沃尔玛、711、永辉等零售企业背景优先，有京东，美团等大型电商背景更佳。"
['坂田'],深圳,北京通力互联技术服务有限公司,通力互联,2000人以上,2018-04-26 11:07:19,龙岗区,本科,"电子商务,企业服务",[],全职,4455130,18k-30k,5-10年,"职位描述：

1、计算机相关工作经验6年及以上。2、计算机、通信、信息管理相关理工科专业本科毕业。3、有数据库背景和相关能力，对数据结构有一定理解。4、做过交易系统的分析与设计者优先（前期以供应链及零售业务为主）5、有过数据架构、数据标准和数据建模（概念数据模型、逻辑数据模型）能力。会使用ERwin或PB建模工具优先。6、责任心强，思维清晰，学习能力和理解能力强，具有一定的沟通协调能力。"
"['车公庙', '香蜜湖']",深圳,深圳市中安信业创业投资有限公司,中安信业,2000人以上,2018-05-23 15:28:42,福田区,本科,金融,[],全职,3926309,15k-30k,3-5年,"职位描述：

职责描述：1.建立与完善客户、产品、平台运营数据的搜集系统、分析体系，制定数据统计规范；制定数据统计模型，并实施落实；2.按时间要求建立内部报表和外部报表的输出体系，定期提交分析报告；3.根据推广与运营的需要，制定用户行为监测、产品体验分析、其他数据分析工作计划，并带领团队执行；4.市场部各维度KPI数据收集、分析、预警，推动KPI改善；5.根据活动效果及数据分析结果提出产品或体验改善计划。6.编制客户调查问卷，根据业务部门的需求定制调查内容，用以搜集、整理、分析和反馈各类用户和市场信息；7.建立信息库，协助完成公司CRM系统，有效管理客户信息，不断完善客户画像，客户分类，客户获利率等客户关系管理系统架构；8.负责市场信息,同行信息，网络数据及相应职能部门中的数据整合、分析，与业务部门的沟通及反馈。任职要求：1、主修商业管理、计算机科学、信息科技、数据分析学或统计学专业，本科及以上学历；工作5年，其中3年本岗位或相关工作经验2、熟练掌握至少一种数据分析工具(SAS，SPSS，Matlab等)；3、熟练运用SQL，熟练掌握至少一种脚本语言(python，shell，perl，php等)4、掌握市场调研方法，产品学，客户行为学或心理学等知识；熟悉数据库建立和管理5、能够把握纵向与横向思维，具有全局意识，能够综合地看待问题；严密的逻辑思维，具备业务理解力；6、良好的学习能力；做事严谨；责任心强；较强的沟通能力；良好的团队合作精神；抗压能力强；讲效率、乐于接受挑战。"
['科技园'],深圳,宇星科技发展（深圳）有限公司,宇星科技,500-2000人,2018-05-23 09:55:40,南山区,硕士,"其他,硬件",[],全职,3398270,20K-30K,5-10年,"职位描述：

岗位职责：
1.搭建业务数据模型：深入理解业务流程，建立业务数据指标体系与模型，通过数据从不同维度全面描述业务状况；
2.分析用户数据：通过深度挖掘用户的行为数据，帮助各部门发现、分析和解决问题；
3.提供决策建议：制作数据分析报告，让数据说话，提供决策支持建议；
4.数据驱动产品、运营：提出产品、运营优化建议，主动推进各种转化率提升；
 
任职要求:
1、应用数学、统计学等相关专业研究生以上学历，3年以上工作经验；
2、对数字敏感，逻辑思维强，具有较强的语言表达和人际沟通能力；
3、熟练的数据挖掘、建模、分析能力；
4、精通使用R/SPSS/SAS等统计分析语言环境及工具至少一种；计算机语言基础，熟练使用SQL、R、C++、JAVA、Python、Go中至少熟悉一种；
5、数据库基础: Oracle 、MySQL 、PostgreSQL、DB2中的至少一种。"
"['上梅林', '莲花北村']",深圳,深圳依时货拉拉科技有限公司,货拉拉手机打车软件,500-2000人,2018-05-23 10:13:23,福田区,本科,"移动互联网,O2O",[],全职,4302567,15k-30k,5-10年,"职位描述：

工作职责:1、负责数据框架搭建：通过数据挖掘与探索，为运营、产品、市场、用户营销等决策提供数据支持和建议2、专题分析：对业务问题进行深入分析，及时发现运营及产品问题，为业务运营决策、产品策略、产品方案提供数据支持，给出分析报告3、数据准确性：对数据结果负责，如数据统计口径存在异议，及时跟相关部门沟通并解决问题；4、团队管理及提升，负责团队建设及人员培养。任职资格:1、本科学历需要有3年以上相关经验2、熟练使用sql，熟悉各种数据技术平台，例如：hadoop、mysql等，能高效的与数据技术团队进行沟通；3、熟练独立编写数据分析报告，及时发现和分析其中隐含的变化和问题；熟练使用excel/ppt/SPSS等常用数据处理工具； 4、了解互联网常用的数据分析和数据运营的方法和思路；有客户数据模型建立、数据化运营经验优先考虑5、良好的逻辑思维能力和数据洞察力，能够发现数据中有价值的信息"
,深圳,深圳白骑士大数据有限公司,深圳白骑士大数据有限公司,50-150人,2018-05-21 17:08:28,南山区,本科,"企业服务,金融",[],全职,3345922,4k-6k,应届毕业生,"职位描述：

岗位职责：
1.利用自有数据和可利用的外部数据，协助开发建立信用风险相关模型；
2.基于用户行为数据数据，参与建立并优化用户画像模型；   
3.跟踪现有模型效果，协助及时升级模型版本，确保模型有效性。
 
 
 
任职要求：
1.计算机及数学相关专业，应届硕士优先，有数据分析、数据挖据工作经验者优先；
2.熟悉sql，python，R语言优先，能够使用SPSS/SAS进行数据分析工作；
3.具有良好的沟通能力，责任心强；
4.数据敏感度高，能承受一定工作压力，认同创业公司企业文化。
5.实习期持续周期为1年以上。"
"['笋岗', '八卦岭', '园岭']",深圳,深圳达飞金融控股有限公司,达飞金控,2000人以上,2018-05-10 16:31:40,罗湖区,本科,"移动互联网,金融","['金融', '高级', '风控']",全职,4442781,8k-15k,3-5年,"职位描述：

岗位职责：
1、催收业务数据库维护，参与策略引擎编写和优化，协助相关项目测试；
2、制定和调整催收策略，跟踪分析催收指标，优化作业流程；
3、跟进催收报分析表、统计、数据统计分析，完成周报、月报及年度分析报告；
4、外呼系统和作业系统支撑。

岗位要求：
1、本科及以上学历，数学、统计学、金融、计算机相关专业优先。
2、1-3年相关岗位工作经验
3、具有数据处理和数据分析经验，精通数据库和SQL，能够熟练编写存储过程，熟悉Python优先；
4、熟练使用Excel及PPT；
5、熟悉风控催收相关业务和流程,有小额贷款和消费金融行业从业经历；
6、有报表开发、维护和分析经验；
7、良好的沟通交流和理解能力，有催收中心工作经验优先。"
"['车公庙', '香蜜湖', '下沙', '香蜜湖', '下沙']",深圳,深圳市名瑞德国际金融服务有限公司,深圳市名瑞德国际金融服务有限公司,50-150人,2018-05-22 15:31:25,福田区,大专,金融,"['股票', '证券', '期货', '外汇', '操盘手', '经纪人']",全职,3794202,6k-8k,不限,"职位描述：

职位描述
什么是交易员：交易员———其实是一件非常具有艺术性的工作，因为金融市场并不存在诸如物理与数学之类的真理，交易的艺术成分远远超过科学。在我所接触的交易员中，大多性格内向，不爱言语，但必定言出惊人。这种性格很多并不是他们的本性，只不过是因为选择了这一职业的原因。守口如瓶是一个职业交易员最起码的素质。对于没有交易经验，却对金融衍生品操作职位有兴趣者，公司愿意提供带薪的培训。有专业的交易团队手把手带你走进交易市场
加入我们的理由——1 你将掌握最专业的投资理念，扩充你的知识体系，提升你的个人综合能力，你的世界因你而不同2 你将拥有高效的，超强的沟通能力，尽显你的语言魅力3 你将提升你人脉圈的层次和质量，拓展你自己的眼界和格局4 We are one!年轻而富有的朝气团队，完善而优厚的福利待遇，在快乐工作的同事结识更多与你志同道合并肩作战的小伙伴！5 当这一切将拥有时，你将会感谢如此拼搏的自己6 你可以没有工作经验，但要有梦想、有目标，要积极向上、勇于担当。
我们有——专业的交易团队,完整的培训体系,成熟的交易系统与理论,高于同行的福利、国企待遇，公平的晋升通道,灵活的工作时间。
薪资待遇——初级交易员：6000底薪 + 提成20% + 岗位补贴+年终奖+社保（月收入8000-11000）中级交易员：12000底薪 + 提成30% + 岗位补贴+年终奖+社保（月收入11000-20000）高级交易员：15000底薪 + 提成40% + 岗位补贴+年终奖+社保（月收入20000-50000）
晋升空间——公司关注员工的发展，为每个层级的员工制定了发展计划：1：专业发展路线：初级交易员-中级交易员-高级交易员-资深交易员-专家交易员管理发展路线：初级交易员-中级交易员-高级交易员-交易辅导老师-交易经理-交易团队经理-交易总监2：透明，公正，公开的考核制度，可以让您的职业规划的更加清晰。
您只需——把握盘面,掌握开仓平仓的时机,把握建立和抛出筹码的技巧,利用资金优势一定程度上控制盘面的发展， 发现盘面上每个细微的变化,控制风险,建仓,吸筹,拔高,回档,出货,清仓.
我们的优势--对于没有交易经验零基础学员，却对金融衍生品操作职位有兴趣者。公司愿意提供带薪的培训。有专业的交易团队手把手带你走进交易市场。我们的培训交易团队有绝对的信心让你在培训期后，有自己的交易系统与理论，让你找到自己在交易市场的立足点，为公司和你个人创造更大的利益。
直接投递简历，公司会当天审核，审核通过后会通知面试。
公司名称：深圳名瑞德国际金融服务有限公司公司地址：深圳市福田区车公庙中国有色大厦1402乘车路线：地铁1号线 7号线 9号线 11号线 车公庙站D1（或D2）出口即达（中国有色大厦）
人事经理：许经理（对职位有疑问或有兴趣者，请积极与HR联系）"
,深圳,深圳前海联动云汽车租赁有限公司,前海联动云,2000人以上,2018-05-16 11:31:43,罗湖区,本科,"O2O,生活服务",[],全职,4189793,6k-10k,1-3年,"职位描述：

岗位职责：
1. 负责车后服事业部的运营数据分析，监控业务指标的运行情况，以日/周/月为单位定期提供运营分析数据图表，提供预测预警和针对性策略建议；
2. 跟进、统计部门工作计划完成情况，发布进度报表；
3. 参与运营分析，输出分析报告，为决策提供依据；
4. 分析每日营运情况，统计数据，发掘隐含内在问题；
5. 完成领导安排的临时任务。
能力强，可以到主管级别

岗位要求：
1、 学历专业：本科学历以上。
2、 知识：统计分析、会计学、财务管理等相关专业优先。
3、 技能：精通Office办公软件（数据透视表、各种常用公式），具有相关工作经验。
4、 经验：拥有1-3年以上相关工作经验，有独立完成项目经验者优先。
5、 胜任素质：优秀的逻辑分析能力和良好的沟通互动能力，执行力强。

该岗位属于公司车后服板块业务"
['南头'],深圳,深圳市和讯华谷信息技术有限公司,极光,150-500人,2018-05-23 13:44:24,南山区,本科,"移动互联网,数据服务",[],全职,3941849,10k-20k,1-3年,"职位描述：

职位描述：
1.对产品进行数据分析，发现问题并配合提出解决方案；
2.跟踪并进行竞品分析，找出产品优劣势。
3.产品运营及推广，销售或客户线索跟踪反馈；
4.产品功能点创新与颠覆。
职位要求：
1.本科以上学历，数据分析或产品相关工作经验；
2.了解概率论与数理统计的原理及方法，
3.了解数据分析，数据挖掘基本算法和数学模型，有大量数据搜集、整理分析与推断预测的经验；
4.熟练一种统计软件(R, SPSS, SAS等)，有数据处理，统计分析，数据建模，机器学习等相关算法应用经历；
5.掌握一定的关系数据库知识，熟悉SQL语言。"
,深圳,深圳市创梦天地科技有限公司,乐逗游戏,500-2000人,2018-05-22 15:38:40,南山区,本科,移动互联网,"['游戏', '广告营销', '大数据', '数据挖掘']",全职,3878118,60k-100k,5-10年,"职位描述：

岗位职责：1. 解决商业智能数据平台的各种建模问题，搭建商业模型和大数据之间的桥梁；2. 负责乐逗游戏业务数据分析系统规划和构建；挖掘基于乐逗游戏和用户之间的价值链条，通过数据分析用户的画像和使用习惯，并建立反馈模型，辅助游戏发行及运营决策；3. 分析并挖掘游戏运营数据的价值，辅助提升游戏整体运营效率；4. 完善数据报表体系，及时准确监控运营状况，并提供专业分析报告。关注业务线日常运营数据报表，从数据角度为业务部门提出相应的优化建议；5. 基于用户行为数据，设计开发高可扩展的机器学习算法挖掘用户行为特征，优化相应的推荐算法；6. 作为专家,根据公司数据部门的战略要求，组建计划数据分析和建模团队，发育计划领域大数据分析与应用能力，提升团队算法、数据分析和建模能力。任职要求：1. 1.211硕士及以上学位（有海外留学或工作经验者优先），计算机科学、机器学习、数据挖掘、数量经济、统计学等相关专业，8年以上工作经验，有海量数据处理经验，有大型互联网公司任职经历优先考虑；2. 对机器学习算法有深刻理解，有从事机器学习、数据挖掘、统计分析、广告推荐算法相关的项目经验佳；3. 熟悉至少一门编程语言，如C，C++，Java等，能熟练使用R、Python或MATLAB；熟练掌握SAS、SPSS任一数据分析工具；4. 理解MapReduce、HDFS原理，对关系型数据库有一定的基础，有Hadoop、Spark或Storm等大数据平台实践经验佳；5. 对数字有敏锐的观察力，喜欢和数字打交道，严谨细致； 较强的分析能力，逻辑推理能力； 6. 积极、主动、认真、负责，有不断学习的意识和意愿，团队合作佳，沟通佳；7. 有突出学术背景或论文者优先。8. 英语听说读写熟练。"
,深圳,深圳市递四方信息科技有限公司,4PX,500-2000人,2018-05-08 17:35:59,宝安区,大专,"移动互联网,电子商务","['物流', '专员', '助理', '统计', '数据管理']",全职,3493170,4k-7k,不限,"职位描述：

岗位职责：
主要负责公司产品成本数据统计与分析，具体包括：
1.参与产品成本核算，准确分摊各节点成本费用，完成产品项目的全成本分解；
2. 每日产品成本毛利分析报表的核算，发现异常毛利数据并分析解决问题；
3. 根据服务商成本变动，及时准确的更新销售卖价和成本利润分析表；
4. 清晰了解各产品成本的影响因素，并有敏捷的反应能力；
5. 临时需求数据统计整理；
6. 严格遵守数据保密性，并做好相关数据资料的整理、归档和保管工作。

任职资格要求：
1. 专科及以上学历，经验不限，统计、数学、物流管理等相关专业优先；
2. 做事认真，责任心强，学习能力及逻辑思维能力强，热爱与数据打交道，且对数据敏感；
3. 熟练使用Office办公软件：word、excel、ppt等，尤其是Excel，函数、图表、透视表等常用功能需运用熟练；
4. 具有较强发现问题和解决问题能力。

工作地址
深圳市宝安区宝安国际机场航站四路国内货运村205"
